亲和美园 大产权 电梯房 可以贷款必看好房,2室1厅 | 75.16平米 | 西南 | 毛坯 | 高楼层(共23层) | 板楼,45万5,988元/平
卖点： 大一室、有装修、交通便利，离上学方便,1室1厅 | 66.25平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,120万18,114元/平
电梯房 H户型南北通透 采光无遮挡 配套齐全,2室1厅 | 88.11平米 | 南 北 | 精装 | 低楼层(共18层) | 板楼,165万18,727元/平
大地十二城翠杉园，好位置。好楼层精装。急售。好户型,1室1厅 | 67.53平米 | 南 北 | 精装 | 中楼层(共18层) | 板楼,115万17,030元/平
新上房源 富力湾 全阳两居 视野好 满五唯一 方便看房房主自荐,2室2厅 | 87.99平米 | 南 | 精装 | 中楼层(共28层) | 板楼,160万18,184元/平
黛湖精装两室，看房方便可观湖视野无遮挡,2室1厅 | 94.16平米 | 南 北 | 精装 | 中楼层(共29层) | 板楼,260万27,613元/平
清枫园-精装两室-南北通透-楼层楼位好-景观好-临运河,2室2厅 | 90.69平米 | 南 北 | 其他 | 中楼层(共18层) | 板楼,128万14,115元/平
清枫园通透大一室 中间楼层 采光视野好,1室1厅 | 67.72平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,85万12,552元/平
花溪苑 全明一居室砖房 8号线 精装修,1室1厅 | 60.84平米 | 南 | 精装 | 中楼层(共6层) | 塔楼,79.5万13,068元/平
鸣泉花园临湖+全阳两居室+婚房装修+拎包入住=理想家,2室1厅 | 87.31平米 | 南 | 精装 | 中楼层(共30层) | 板楼,229万26,229元/平
小镇西西里小区环境优美，有电梯，楼层好无遮挡采光好,2室1厅 | 92.45平米 | 南 北 | 精装 | 中楼层(共11层) | 板楼,138万14,927元/平
给孩子买的房，现在工作调动上海，闲置诚意出,3室2厅 | 95.87平米 | 南 北 | 精装 | 16层 | 板塔结合,210万21,905元/平
满五年、地暖、精装、纯一手没住过人、通风效果好,2室2厅 | 104.4平米 | 南 北 | 其他 | 低楼层(共27层) | 板楼,180万17,242元/平
澄澜花园精装改造大三室，有地下车位，采光视野好,3室2厅 | 153.71平米 | 南 北 | 其他 | 32层 | 板塔结合,415万26,999元/平
柏溪三室 业主诚意出售 能看湖 小区位置好,3室2厅 | 134.7平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,400万29,696元/平
标准户型精装修别墅层次分明格局合理,4室3厅 | 132.06平米 | 南 | 精装 | 中楼层(共5层) | 板楼,295万22,339元/平
津来花园私产南北通透户型 非顶楼 可贷款,2室1厅 | 66.16平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,104万15,720元/平
小高层 稀有房源 落地窗 无遮挡 一梯两户 大产权,2室1厅 | 95.28平米 | 南 | 其他 | 高楼层(共11层) | 板楼,115万12,070元/平
澜湾花园 电梯洋房 南运河景观房 精装 一梯两户H户型房主自荐,2室1厅 | 91.82平米 | 北 南 | 精装 | 高楼层(共9层) | 板楼,195万21,238元/平
中北镇 水溪苑 南北通透 5跃6 带露台 诚心卖,3室2厅 | 109.46平米 | 南 北 | 精装 | 高楼层(共5层) | 板楼,215万19,642元/平
大一居 过两年，无大税，看房方便，可租可住,1室1厅 | 66.75平米 | 南 北 | 简装 | 18层 | 板楼,58万8,690元/平
美域豪庭，中楼层过五年，带地下车位，自住有装修,2室2厅 | 93.22平米 | 南 | 精装 | 中楼层(共32层) | 板塔结合,175万18,773元/平
美域兰庭 跃层二带负二，宽敞舒适南北通透，雅静舒适房主自荐,5室2厅 | 265.87平米 | 南 北 | 精装 | 低楼层(共6层) | 板楼,538万20,236元/平
中间楼层，双卧朝阳，采光无遮挡，下楼步行到达地铁站,2室1厅 | 93.31平米 | 南 北 | 其他 | 中楼层(共26层) | 板楼,170万18,219元/平
新上云锦世家 洋房精装，楼层好采光充足，诚心出售,3室2厅 | 129.91平米 | 南 北 | 其他 | 中楼层(共6层) | 板楼,300万23,093元/平
通风效果好，两个全阳面卧室，居住舒适度高,2室1厅 | 105.83平米 | 南 | 简装 | 低楼层(共6层) | 板楼,148万13,985元/平
此房通透，高楼层H两室，保持的很好，看房方便,2室1厅 | 120.51平米 | 南 北 | 精装 | 高楼层(共18层) | 板楼,285万23,650元/平
凯信佳园 满五唯一 带大阁楼 JIN角 明厅,2室2厅 | 83.3平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,92万11,045元/平
总价低，适合小居住人群，位置好，万达旁边,1室1厅 | 59.8平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,70万11,706元/平
调高5.3米 社会山南苑带阁楼的房子诚心出售买一得两层,3室1厅 | 92.59平米 | 南 北 | 毛坯 | 高楼层(共20层) | 板楼,136万14,689元/平
龙顺园1室1厅 配套齐全 户型好,1室1厅 | 56.52平米 | 东南 南 | 简装 | 低楼层(共26层) | 板楼,52万9,201元/平
旭辉洋房3室，不临高铁，一梯2户,3室1厅 | 93.54平米 | 南 北 | 其他 | 低楼层(共11层) | 板楼,155万16,571元/平
旭辉御府 2期 好房 采光充足 精装修,2室1厅 | 88.2平米 | 南 北 | 其他 | 低楼层(共30层) | 板楼,120万13,606元/平
品牌精装修，可拎包入住。次卧不在房本面积，好楼层,3室2厅 | 93.43平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,171万18,303元/平
爱情缤纷里小三室 近地铁 看房随时 有钥匙 业主诚意卖,3室1厅 | 84.48平米 | 北 南 | 简装 | 24层 | 板塔结合,145万17,164元/平
店长力荐！精装佳，车位位置佳，近地铁满五唯一,2室1厅 | 97.01平米 | 南 | 精装 | 高楼层(共18层) | 板楼,169万17,421元/平
翡翠嘉和中间层，采光充足，视野好,2室1厅 | 89.39平米 | 南 北 | 精装 | 24层 | 板塔结合,199万22,262元/平
顺通家园 中楼层 全阳户型 次新房,1室1厅 | 56.07平米 | 南 | 毛坯 | 低楼层(共26层) | 板楼,55万9,810元/平
顺通低楼层 采光好 明厅 看房方便,1室1厅 | 56.09平米 | 西 | 其他 | 低楼层(共26层) | 板楼,55万9,806元/平
阳面一居室 户型方正 产权清晰 采光无遮挡 过5唯一,1室1厅 | 53.7平米 | 东 | 其他 | 中楼层(共18层) | 板楼,51万9,498元/平
顺通家园全南一居室 保持干净,1室1厅 | 55.75平米 | 南 | 简装 | 高楼层(共24层) | 板楼,57万10,225元/平
上为明一室一厅电梯房 中间楼层 视野好,1室1厅 | 53.93平米 | 南 | 其他 | 中楼层(共26层) | 板楼,55万10,199元/平
阳面一居室 户型方正 产权清晰 采光无遮挡,1室1厅 | 54.09平米 | 南 | 其他 | 低楼层(共29层) | 板楼,58万10,723元/平
顺通家园 阳面带电梯 近地铁 买菜方便,1室1厅 | 55.76平米 | 南 | 精装 | 低楼层(共29层) | 板楼,55万9,864元/平
此房高楼层 采光充足 视野好 看房方便 诚心出售,2室1厅 | 90.85平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,76万8,366元/平
诚售！通透一居室，明厨明卫，看房提前预约!,1室1厅 | 75.75平米 | 南 北 | 精装 | 高楼层(共9层) | 板楼,185万24,423元/平
地铁（5+10），高层带电梯，全阳朝向，户型方正,2室1厅 | 80.48平米 | 南 | 其他 | 中楼层(共27层) | 板楼,140万17,396元/平
店长力荐 小高层 豪庭 中层 采光好 精装修 满五唯一,2室1厅 | 90.41平米 | 南 | 精装 | 中楼层(共11层) | 板楼,188万20,795元/平
天房美域二期，17层到顶两梯四户，经典跃层,1室1厅 | 80.88平米 | 南 | 精装 | 中楼层(共17层) | 板楼,150万18,546元/平
此房满五年 无抵押 带装修 业主诚心出售,1室1厅 | 55.78平米 | 东 | 精装 | 低楼层(共16层) | 板楼,53万9,502元/平
南北通透，楼层好视野宽阔，采光充足，配套设施齐全,2室2厅 | 116.27平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,119万10,235元/平
交通方便，一室户型，通风效果好,1室1厅 | 59.35平米 | 南 | 其他 | 高楼层(共6层) | 板楼,56万9,436元/平
满五唯一 婚房精装全阳大一室 好楼层 视野无遮挡房主自荐,1室2厅 | 54.91平米 | 南 | 精装 | 高楼层(共18层) | 板楼,69万12,567元/平
满五唯一，税费低，小区只有九栋楼，车位充足不收费,2室1厅 | 91.32平米 | 南 | 简装 | 中楼层(共6层) | 板楼,120万13,141元/平
业主诚心出售，一手房主，看房方便，价格可议,2室1厅 | 95.27平米 | 南 北 | 精装 | 18层 | 板楼,82万8,608元/平
美的旭辉韩悦府 精装房 诚心出售 楼层好,3室2厅 | 113.56平米 | 南 北 | 精装 | 33层 | 板塔结合,199.5万17,568元/平
标准H户型通透户型 过五 楼间距大落地窗采光很好,2室1厅 | 92.65平米 | 南 | 简装 | 高楼层(共6层) | 板楼,150万16,190元/平
格调泰达 近地铁 公园式园林 精装修 通透户型,3室1厅 | 118.4平米 | 南 北 | 精装 | 高楼层(共18层) | 板楼,340万28,717元/平
业主诚心出售 中间楼层 有钥匙 随时看房,4室2厅 | 116.68平米 | 南 北 | 毛坯 | 26层 | 板塔结合,225万19,284元/平
此房朝南北，无浪费面积视野开阔实用空间大,2室1厅 | 92.21平米 | 南 北 | 简装 | 低楼层(共6层) | 板楼,143万15,509元/平
精装修 莱茵旁 非顶楼 次新小区 看上房价格不是问题,2室1厅 | 91平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,118万12,968元/平
顺通精装修一居室 可拎包入住 中间楼层 采光好,1室1厅 | 52.18平米 | 南 | 精装 | 低楼层(共24层) | 板楼,59万11,308元/平
房源南北通透 无浪费面积 出房率高视野开阔实用空间大,2室1厅 | 91.08平米 | 南 北 | 其他 | 中楼层(共6层) | 板楼,126万13,834元/平
精装修没住人 通透三居拎包入住 楼下公园,3室2厅 | 145.1平米 | 南 | 其他 | 高楼层(共10层) | 暂无数据,750万51,689元/平
环内洋房，全新装修，H户型，采光无遮挡，中间位置！,2室1厅 | 112.69平米 | 南 | 精装 | 低楼层(共9层) | 板楼,276万24,492元/平
满五唯一 视野好 南北通透 生活成本低 配套成熟有地铁,2室1厅 | 83.51平米 | 南 北 | 其他 | 高楼层(共7层) | 板楼,112万13,412元/平
次新房诚心出售，价格可议随时看房房主自荐,2室1厅 | 65.9平米 | 东南 | 毛坯 | 中楼层(共28层) | 塔楼,58万8,802元/平
新装修两年 总面积+7平 视野开阔,3室1厅 | 154.04平米 | 南 北 | 精装 | 32层 | 板塔结合,320万20,774元/平
总监推荐社会山南苑 精装修 满两年 中高楼层 看房方便房主自荐,3室1厅 | 93.74平米 | 南 北 | 精装 | 高楼层(共20层) | 板楼,145万15,469元/平
临地铁 电梯洋房 南北通透 东户 楼层好楼下花园房主自荐,2室1厅 | 82.02平米 | 南 北 | 精装 | 高楼层(共9层) | 板楼,136万16,582元/平
店长推荐 全明户型 近地铁 采光充足 视野好,2室1厅 | 118.51平米 | 南 北 | 其他 | 高楼层(共17层) | 板楼,315万26,581元/平
此房满5年，唯一，南北通透，带院子，双门进入，诚心,2室1厅 | 107.75平米 | 南 北 | 其他 | 低楼层(共9层) | 板楼,270万25,059元/平
中北镇 万科 南向2居 无遮挡 全天采光,2室2厅 | 89.24平米 | 北 南 | 其他 | 高楼层(共18层) | 板楼,152万17,033元/平
中北镇南北通透全明格局1层诚心出售一楼用途广,2室1厅 | 94.09平米 | 南 北 | 其他 | 低楼层(共7层) | 板楼,200万21,257元/平
中北镇 南北通透 跃层 地铁8号线,2室2厅 | 109.34平米 | 南 北 | 其他 | 高楼层(共5层) | 板楼,209万19,115元/平
精装修 zy空调 地采暖，位置无遮挡中间好楼层诚信出售,3室1厅 | 94.74平米 | 南 北 | 精装 | 高楼层(共14层) | 板楼,148万15,622元/平
龙府花园大产权两室户型通透产权清晰配套齐全,2室1厅 | 88.45平米 | 南 | 简装 | 高楼层(共6层) | 板楼,40.5万4,579元/平
企业产，精装三室，全明户型，低楼层，业主诚心卖,3室1厅 | 105.14平米 | 南 北 | 精装 | 低楼层(共26层) | 板楼,90万8,561元/平
中北大道南侧南北通透电梯中高层满五,2室1厅 | 93.76平米 | 南 北 | 其他 | 中楼层(共18层) | 板楼,129万13,759元/平
社会山花园二区联排宽厅别墅花园70平米地下室70平米,3室2厅 | 238.9平米 | 南 北 | 简装 | 3层 | 板楼 | 双拼别墅,500万20,930元/平
精装修，没有遮挡 采光很好.价格能商量,2室2厅 | 93.26平米 | 南 北 | 其他 | 高楼层(共5层) | 板楼,200万21,446元/平
清枫园南北通透大一室，高层不到顶，满五唯一,1室1厅 | 67.72平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,79万11,666元/平
津门湖 业主精心百万精装 有车位小高层 可拎包住,3室2厅 | 136.61平米 | 南 | 其他 | 中楼层(共18层) | 板楼,430万31,477元/平
精装修，可观湖，采光无遮挡 诚意出售,4室2厅 | 203平米 | 南 北 | 其他 | 低楼层(共25层) | 板楼,670万33,005元/平
出行方便，配套设施齐全，采光好,3室2厅 | 149.04平米 | 南 北 | 其他 | 中楼层(共5层) | 板楼,198万13,286元/平
梅江海逸 精装 中高层 视野观景无遮挡,4室2厅 | 232.52平米 | 南 | 其他 | 高楼层(共27层) | 板楼,750万32,256元/平
海逸 经典四室户型 直观梅江风景区 交通方便 配套齐全,4室2厅 | 232.44平米 | 南 | 其他 | 高楼层(共27层) | 板楼,600万25,814元/平
房子保持很好 房龄新，业主诚心卖，采光好,3室1厅 | 90.47平米 | 南 北 | 精装 | 11层 | 板塔结合,178万19,676元/平
依润园 2室1厅 南 北,2室1厅 | 72.17平米 | 南 北 | 毛坯 | 中楼层(共16层) | 板楼,165万22,863元/平
户型方正三居室 布局合理 新小区 环境好 有地铁10号线,3室2厅 | 100.67平米 | 南 北 | 精装 | 低楼层(共15层) | 板楼,215万21,357元/平
保利拾光年 通透两居室精装婚房,2室2厅 | 76.78平米 | 南 北 | 精装 | 18层 | 板塔结合,150万19,537元/平
房子南北通透，中间楼层，前边花园，毛坯房随意装修,3室2厅 | 94.07平米 | 南 北 | 其他 | 中楼层(共17层) | 板楼,150万15,946元/平
满五唯一 私产房 户型方正 采光充足 无遮挡,1室1厅 | 37.77平米 | 南 | 其他 | 高楼层(共6层) | 板楼,50万13,239元/平
保利现房好楼层好楼位价格可谈采光好随时可签看房方便,3室2厅 | 89.27平米 | 南 北 | 简装 | 高楼层(共16层) | 板楼,165万18,484元/平
满两年 精装修 洋房有电梯 中间楼层 价格可谈,3室2厅 | 93.92平米 | 南 北 | 精装 | 11层 | 板塔结合,180万19,166元/平
万科 西庐 精装三室 7层到顶 好楼层 看房方便 价可议,3室2厅 | 126.96平米 | 南 | 其他 | 7层 | 板塔结合,270万21,267元/平
燕南园 婚房三室 价格可议 看房方便 诚心出售,3室1厅 | 93.99平米 | 南 北 | 其他 | 中楼层(共28层) | 板塔结合,165万17,556元/平
波溪园 满五唯一 南北通透 全明户型 诚心出售 随时看,2室2厅 | 86.28平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,168万19,472元/平
满五唯一 精装修 业主没住过 跃层,1室1厅 | 81.43平米 | 南 | 其他 | 低楼层(共18层) | 板楼,87万10,685元/平
佳和雅庭两室一厅、两室朝南、次新小区,2室1厅 | 71.01平米 | 南 | 简装 | 中楼层(共24层) | 板楼,57万8,028元/平
楼层位置不错~ 目前出租状态，采光好！,2室1厅 | 92.65平米 | 北 南 | 其他 | 高楼层(共6层) | 板楼,135万14,571元/平
14平米大阳台 落地窗窗前没楼 无遮挡 诚心售配套齐,1室1厅 | 75.76平米 | 南 | 其他 | 高楼层(共6层) | 板楼,116万15,312元/平
富力湾 经典通透户型 人车分流小区,2室1厅 | 90.17平米 | 南 北 | 其他 | 高楼层(共26层) | 板楼,198万21,959元/平
金地 三期 业主30万装修次顶层,3室1厅 | 101.26平米 | 南 北 | 精装 | 7层 | 板楼,229万22,616元/平
高楼层精装三室，采光好，没有遮挡，看房子约租户,3室2厅 | 138.99平米 | 南 北 | 精装 | 高楼层(共31层) | 板楼,298万21,441元/平
出门地铁 全明户型 观湖效果好 有钥匙随时看房主自荐,3室2厅 | 178.4平米 | 南 北 | 精装 | 低楼层(共24层) | 板楼,490万27,467元/平
旭辉御府 精装两室 有车位 诚意出售,2室1厅 | 88.2平米 | 南 | 精装 | 高楼层(共30层) | 板楼,109万12,359元/平
南北通透的格局采光充足配套齐全生活便利,2室2厅 | 87.85平米 | 南 北 | 简装 | 低楼层(共6层) | 板塔结合,80万9,107元/平
次新小区，业主诚意出售 2梯四户，边户通透,3室2厅 | 93.62平米 | 南 北 西 | 毛坯 | 低楼层(共11层) | 板楼,169万18,052元/平
房子楼位好，不临街，可观湖，装修好,2室2厅 | 115.07平米 | 南 | 其他 | 高楼层(共32层) | 板楼,300万26,072元/平
旭辉别墅 东边户 小区中间位置,5室3厅 | 179.74平米 | 南 北 | 其他 | 3层 | 板楼,610万33,938元/平
2室 1梯1户 采光充足 视野开阔 3面朝南 稀有户型,2室2厅 | 118.43平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,150万12,666元/平
悦盛里精装两室 业主诚意卖 随时能看,2室1厅 | 97.53平米 | 南 北 | 其他 | 18层 | 板楼,95万9,741元/平
满五唯一 中间层 全明通透 交通便利,2室1厅 | 75.77平米 | 西南 | 其他 | 中楼层(共18层) | 塔楼,105万13,858元/平
金地三期 带院子 带地下室 使用面积300平 业主诚心卖房主自荐,2室1厅 | 101.26平米 | 南 | 毛坯 | 7层 | 板楼,300万29,627元/平
碧桂园 小高层 毛坯三室 看房方便 价格可议,3室1厅 | 101.01平米 | 南 北 | 毛坯 | 15层 | 板塔结合,158万15,643元/平
澜锦园精装洋房 楼层视野佳 邂逅诗意生活 品质优选,3室1厅 | 123.16平米 | 南 北 | 精装 | 中楼层(共8层) | 板楼,310万25,171元/平
瑞民里，精装H户型两室，业主诚心出售，,2室2厅 | 96.21平米 | 南 | 精装 | 高楼层(共6层) | 板楼,95万9,875元/平
万科 西庐 精装三室 7层到顶 好楼层 看房方便 价可议,3室2厅 | 126.96平米 | 南 | 其他 | 7层 | 板塔结合,270万21,267元/平
H户型 南北通透 精装 拎包入住 有商量空间,2室1厅 | 104.49平米 | 南 北 | 精装 | 中楼层(共5层) | 板楼,110万10,528元/平
李七庄，新小区，小两室，朝阳，采光好，看房方便,2室1厅 | 82.69平米 | 南 | 毛坯 | 低楼层(共13层) | 板楼,152万18,382元/平
楼层位置不错~ 目前出租状态，采光好！,2室1厅 | 92.65平米 | 北 南 | 其他 | 高楼层(共6层) | 板楼,135万14,571元/平
满五唯一 精装修 业主没住过 跃层,1室1厅 | 81.43平米 | 南 | 其他 | 低楼层(共18层) | 板楼,87万10,685元/平
楼层好，采光好，配套设施齐全，交通便利,4室3厅 | 221.19平米 | 南 北 | 精装 | 高楼层(共24层) | 板楼,774.2万35,002元/平
天津南站，总监推荐，社会山花园，别墅小区,4室2厅 | 329.89平米 | 南 北 | 其他 | 低楼层(共5层) | 板楼,312万9,458元/平
此房户型方正 房主诚心出售 楼间距大 小区免费停车,1室1厅 | 64.06平米 | 南 | 其他 | 低楼层(共22层) | 板楼,58万9,055元/平
瑞民里精装一室，业主诚心出售，价格可议,2室1厅 | 65.35平米 | 南 | 其他 | 高楼层(共9层) | 板楼,64万9,794元/平
客厅和卧室朝南，户型好.采光好,3室1厅 | 95平米 | 南 北 | 毛坯 | 低楼层(共28层) | 板塔结合,137万14,422元/平
依润园 2室1厅 南 北,2室1厅 | 72.17平米 | 南 北 | 毛坯 | 中楼层(共16层) | 板楼,165万22,863元/平
保利拾光年 通透两居室精装婚房,2室2厅 | 76.78平米 | 南 北 | 精装 | 18层 | 板塔结合,150万19,537元/平
户型方正三居室 布局合理 新小区 环境好 有地铁10号线,3室2厅 | 100.67平米 | 南 北 | 精装 | 低楼层(共15层) | 板楼,215万21,357元/平
青吉里非顶楼，阴阳卧室，采光好通透,2室1厅 | 64.51平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,43万6,666元/平
满五唯一无个税，不临高铁精装两室，上下楼方便,2室1厅 | 83.08平米 | 南 北 | 精装 | 低楼层(共24层) | 板楼,139.5万16,792元/平
青馨园 精装H户型 带阁楼 价格可议 随时看房主自荐,2室1厅 | 98.95平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,98万9,904元/平
富力湾 经典通透户型 人车分流小区,2室1厅 | 90.17平米 | 南 北 | 其他 | 高楼层(共26层) | 板楼,198万21,959元/平
满两年 精装修 洋房有电梯 中间楼层 价格可谈,3室2厅 | 93.92平米 | 南 北 | 精装 | 11层 | 板塔结合,180万19,166元/平
保利现房好楼层好楼位价格可谈采光好随时可签看房方便,3室2厅 | 89.27平米 | 南 北 | 简装 | 高楼层(共16层) | 板楼,165万18,484元/平
精装两室 三羊开泰 业主诚心出售,2室1厅 | 97.05平米 | 南 北 | 精装 | 中楼层(共11层) | 板楼,145万14,941元/平
恒益隆庭，精装修，顶楼带阁楼，诚心出售，满五唯一,2室1厅 | 87.93平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,106万12,056元/平
房子位于小区中间位置，叠下带地下室带一百平米小院,2室2厅 | 123.01平米 | 南 北 | 其他 | 低楼层(共4层) | 板塔结合,330万26,828元/平
精装修，南站洋房，三居室，户型方正，南北通透,3室2厅 | 95.21平米 | 南 北 | 其他 | 7层 | 板楼,179万18,801元/平
人车分流 万科物业 视野采光好 诚心出售,1室1厅 | 77.99平米 | 南 | 精装 | 高楼层(共26层) | 板楼,88万11,284元/平
精装修，未入住，楼层好位置好，看房方便,3室2厅 | 97.59平米 | 南 | 其他 | 15层 | 板塔结合,170万17,420元/平
旭辉不临高铁 三期不临街 精装 视野好 采光好 有车位,3室1厅 | 92.67平米 | 南 | 其他 | 高楼层(共27层) | 板塔结合,140万15,108元/平
君悦 精装修 大俩室 随时看房业主诚心出售！,2室1厅 | 93.56平米 | 南 | 精装 | 16层 | 板楼,139万14,857元/平
精装修，可观景，次新房拎包入住房主自荐,2室1厅 | 93.43平米 | 南 | 精装 | 中楼层(共31层) | 塔楼,204万21,835元/平
万科博园满五唯一次顶层好位置精装修带车位看房方便房主自荐,3室2厅 | 89.61平米 | 南 北 | 精装 | 高楼层(共8层) | 板楼,168万18,748元/平
境界梅江中间楼层 采光无遮挡 H户型落地窗带阳台,2室1厅 | 123.12平米 | 南 北 | 简装 | 高楼层(共18层) | 板楼,300万24,367元/平
此房满五年，有二套，精装修，南北通透，楼栋位置好,3室2厅 | 136.86平米 | 南 北 | 其他 | 低楼层(共10层) | 板楼,445万32,515元/平
李七庄，新小区，小两室，朝阳，采光好，看房方便,2室1厅 | 79.16平米 | 南 | 简装 | 低楼层(共11层) | 板楼,148万18,697元/平
此新房，没有入住过，采光没有遮挡,3室2厅 | 125.62平米 | 南 | 其他 | 中楼层(共7层) | 板楼,255万20,300元/平
户型方正，采光充足，中楼层，采光好,2室1厅 | 94.41平米 | 南 北 | 精装 | 低楼层(共22层) | 板塔结合,85万9,004元/平
江湾广场 楼下地铁10号线 正规一室 采光好,1室1厅 | 53.48平米 | 南 | 其他 | 高楼层(共30层) | 板楼,88万16,455元/平
私产 拎包入住 业主诚心出售 配套完善 随时看房房主自荐,1室1厅 | 68.39平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,68万9,943元/平
砖房社区 南北通透 户型方正采光好看房方便诚意卖,2室2厅 | 89.97平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,158万17,562元/平
景园里南户籍 砖混结构 面积大 诚心卖 价格可议,2室1厅 | 99.38平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,101万10,164元/平
户型方正通透无遮挡中间楼层视野好,3室2厅 | 133.54平米 | 南 北 | 其他 | 中楼层(共6层) | 板楼,262万19,620元/平
中间楼层 采光好 户型方正 视野开阔,1室1厅 | 60.1平米 | 南 | 其他 | 中楼层(共22层) | 板楼,66万10,982元/平
恒益隆庭，精装大2室，位置好，采光好,2室1厅 | 104.02平米 | 南 北 | 其他 | 中楼层(共5层) | 板楼,126万12,114元/平
怡和新村 过五年 通透大两室 看房方便 诚心卖,2室2厅 | 117.52平米 | 南 | 其他 | 中楼层(共25层) | 暂无数据,112万9,531元/平
远洋万和城 一个房本三室 装修好 带车位,3室2厅 | 157.77平米 | 南 北 | 其他 | 低楼层(共24层) | 板楼,396万25,100元/平
此房大两室，南北通透，采光好，双地铁，东湖,2室2厅 | 101.58平米 | 南 北 | 其他 | 低楼层(共6层) | 板楼,230万22,643元/平
金地兿墅家二期 主力户型 全明房型 精装修,3室1厅 | 94.6平米 | 南 北 | 精装 | 11层 | 板楼,167万17,654元/平
万科翡翠嘉和 三室双卫 小区前排 好楼层可观运河,3室2厅 | 125.4平米 | 南 | 毛坯 | 10层 | 板塔结合,266万21,213元/平
梅江海逸长洲 中间楼层 直观梅江 景观公园 无遮挡,3室2厅 | 190.53平米 | 南 | 其他 | 高楼层(共27层) | 板楼,480万25,193元/平
正规H户型 毛坯房 满五唯一大面积挂价低可议,2室1厅 | 101.99平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,94万9,217元/平
一楼出入方便高新区站现房即买即住所见即所得,3室2厅 | 86.71平米 | 南 北 | 其他 | 低楼层(共18层) | 板塔结合,130万14,993元/平
小区第二排，精装大三室 带车位急售,3室2厅 | 123.97平米 | 南 北 | 精装 | 11层 | 板楼,290万23,393元/平
美的旭辉翰悦府小高无噪音位置好东边户诚心出售,3室2厅 | 110.12平米 | 南 北 | 简装 | 15层 | 板塔结合,208万18,889元/平
富力湾全阳户型 采光好 生活交通便利,2室1厅 | 87.28平米 | 南 | 其他 | 中楼层(共27层) | 板楼,149万17,072元/平
此小区出行方便，户型方正，视野开阔，采光无遮挡。,2室1厅 | 95平米 | 南 北 | 精装 | 低楼层(共24层) | 板楼,230万24,211元/平
社会山北苑 电梯洋房社区 满五唯一 毛坯 价格能谈,3室2厅 | 97.43平米 | 南 北 | 毛坯 | 中楼层(共11层) | 板楼,173万17,757元/平
南站纯洋房小区，一楼带地下室 带小院 ，电梯房,3室1厅 | 124平米 | 南 北 | 毛坯 | 低楼层(共7层) | 板楼,265万21,371元/平
远洋万和城南北通透三室，业主诚心出售价格可议。,3室2厅 | 130.77平米 | 南 北 | 精装 | 低楼层(共18层) | 板楼,330万25,236元/平
上下2层 临街 业主诚心出售,2室1厅 | 138平米 | 南 北 | 简装 | 低楼层(共2层) | 板楼,295万21,377元/平
洋房一梯两户 户型格局好 价格合适 房主诚心卖房,3室2厅 | 106.41平米 | 北 南 | 毛坯 | 中楼层(共11层) | 板楼,189万17,762元/平
远洋万和城精装全阳两室拎包入住满五年,2室1厅 | 93.75平米 | 南 | 精装 | 高楼层(共24层) | 板楼,178万18,987元/平
一楼的全阳好房，老少皆爱，欢迎大家推荐。,3室2厅 | 108.88平米 | 南 北 | 毛坯 | 低楼层(共26层) | 板楼,235万21,584元/平
新交付小区 环境好 出行方便 采光好 业主诚心出售房主自荐,3室2厅 | 100.89平米 | 南 北 | 毛坯 | 25层 | 板塔结合,140万13,877元/平
满五年、南北向户型、中间楼层、南开户口,2室1厅 | 66.16平米 | 南 北 | 简装 | 中楼层(共6层) | 板楼,120万18,138元/平
中间楼层，观看小区景观，前方无遮挡,2室1厅 | 93.75平米 | 南 | 精装 | 中楼层(共24层) | 板楼,160万17,067元/平
南开低楼层 南北通透大一室 小区环境好房主自荐,1室1厅 | 61.81平米 | 南 北 | 其他 | 低楼层(共6层) | 板楼,85万13,752元/平
翠杉园精装三室 低楼层无遮挡 过五年税费少,3室2厅 | 106.5平米 | 南 | 精装 | 低楼层(共18层) | 板楼,165万15,493元/平
此房过2年，是联排别墅，带地下室，带小院,4室1厅 | 144.61平米 | 南 北 | 简装 | 2层 | 板楼,499万34,507元/平
